Modelo,Pooling,out_emb_size,Nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC
bert-base,CLS+AVG_SUML4L,torch.Size([1536]),0,"{'devacc': np.float64(82.76), 'acc': np.float64(82.4), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.4), 'acc': np.float64(85.99), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.56), 'acc': np.float64(95.2), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.84), 'acc': np.float64(88.59), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.84), 'acc': 87.92, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.78), 'acc': 47.1, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.86), 'acc': 92.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.77), 'acc': 71.65, 'f1': 78.14, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+SUM_SUML4L,torch.Size([1536]),0,"{'devacc': np.float64(77.14), 'acc': np.float64(76.61), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(84.58), 'acc': np.float64(83.84), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.73), 'acc': np.float64(93.31), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.19), 'acc': np.float64(86.66), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.47), 'acc': 85.06, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(40.6), 'acc': 38.87, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.35), 'acc': 86.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(68.67), 'acc': 67.77, 'f1': 80.17, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+MAX_SUML4L,torch.Size([1536]),0,"{'devacc': np.float64(81.75), 'acc': np.float64(80.53), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.56), 'acc': np.float64(83.81), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.01), 'acc': np.float64(94.55), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.31), 'acc': np.float64(87.76), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.47), 'acc': 86.71, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.96), 'acc': 43.03, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.21), 'acc': 92.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.28), 'acc': 67.07, 'f1': 76.63, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+AVG-NS_SUML4L,torch.Size([1536]),0,"{'devacc': np.float64(82.82), 'acc': np.float64(82.41), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.5), 'acc': np.float64(85.77), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.58), 'acc': np.float64(95.13), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.83), 'acc': np.float64(88.73), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.19), 'acc': 87.7, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.78), 'acc': 47.06, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.04), 'acc': 90.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.67), 'acc': 72.17, 'f1': 79.83, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+SUM-NS_SUML4L,torch.Size([1536]),0,"{'devacc': np.float64(77.17), 'acc': np.float64(76.95), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(84.46), 'acc': np.float64(83.36), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.64), 'acc': np.float64(93.09), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.62), 'acc': np.float64(87.07), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.01), 'acc': 85.34, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.87), 'acc': 39.5, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.56), 'acc': 87.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(68.23), 'acc': 65.91, 'f1': 75.72, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+MAX-NS_SUML4L,torch.Size([1536]),0,"{'devacc': np.float64(81.76), 'acc': np.float64(80.54), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.45), 'acc': np.float64(83.73), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.05), 'acc': np.float64(94.8), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.38), 'acc': np.float64(88.19), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.93), 'acc': 87.59, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.96), 'acc': 42.94, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.33), 'acc': 92.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.36), 'acc': 66.49, 'f1': 76.16, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY3_SUML4L,torch.Size([2304]),0,"{'devacc': np.float64(82.2), 'acc': np.float64(81.98), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.54), 'acc': np.float64(85.46), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.36), 'acc': np.float64(95.24), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.15), 'acc': np.float64(88.63), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.98), 'acc': 84.13, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.32), 'acc': 44.8, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.94), 'acc': 92.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.31), 'acc': 70.38, 'f1': 79.05, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY3-NS_SUML4L,torch.Size([2304]),0,"{'devacc': np.float64(81.84), 'acc': np.float64(81.14), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.24), 'acc': np.float64(86.46), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.35), 'acc': np.float64(95.02), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.6), 'acc': np.float64(88.32), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.63), 'acc': 83.8, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.59), 'acc': 44.57, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.65), 'acc': 92.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.85), 'acc': 70.38, 'f1': 78.23, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5_SUML4L,torch.Size([3840]),0,"{'devacc': np.float64(81.73), 'acc': np.float64(81.39), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.54), 'acc': np.float64(86.07), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.3), 'acc': np.float64(94.35), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.65), 'acc': np.float64(88.25), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.21), 'acc': 83.86, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.32), 'acc': 46.56, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.64), 'acc': 92.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.56), 'acc': 68.12, 'f1': 77.66, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5-NS_SUML4L,torch.Size([3840]),0,"{'devacc': np.float64(81.39), 'acc': np.float64(80.36), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.41), 'acc': np.float64(86.2), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.3), 'acc': np.float64(94.94), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(49.08), 'acc': 50.08, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.59), 'acc': 46.06, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.73), 'acc': 92.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.85), 'acc': 64.41, 'f1': 72.78, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS_AVGL4L,torch.Size([768]),0,"{'devacc': np.float64(82.29), 'acc': np.float64(81.23), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(84.88), 'acc': np.float64(84.61), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.01), 'acc': np.float64(94.79), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.85), 'acc': np.float64(87.6), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.47), 'acc': 86.05, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.32), 'acc': 47.38, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(81.14), 'acc': 81.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.01), 'acc': 70.32, 'f1': 80.74, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG_AVGL4L,torch.Size([768]),0,"{'devacc': np.float64(81.7), 'acc': np.float64(81.21), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.93), 'acc': np.float64(85.06), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.97), 'acc': np.float64(94.44), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.4), 'acc': np.float64(87.88), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 85.78, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.5), 'acc': 45.61, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.95), 'acc': 90.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.77), 'acc': 73.97, 'f1': 82.09, 'ndev': 4076, 'ntest': 1725}"
bert-base,SUM_AVGL4L,torch.Size([768]),0,"{'devacc': np.float64(79.24), 'acc': np.float64(78.06), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.51), 'acc': np.float64(84.21), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.26), 'acc': np.float64(93.85), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.54), 'acc': np.float64(87.55), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.01), 'acc': 86.38, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(41.78), 'acc': 43.57, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.22), 'acc': 90.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(66.36), 'acc': 67.54, 'f1': 75.78, 'ndev': 4076, 'ntest': 1725}"
bert-base,MAX_AVGL4L,torch.Size([768]),0,"{'devacc': np.float64(78.86), 'acc': np.float64(77.83), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(78.68), 'acc': np.float64(78.44), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.64), 'acc': np.float64(93.36), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.47), 'acc': np.float64(87.01), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.78), 'acc': 83.96, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.96), 'acc': 45.52, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(79.68), 'acc': 85.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.77), 'acc': 72.06, 'f1': 80.56, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG-NS_AVGL4L,torch.Size([768]),0,"{'devacc': np.float64(81.7), 'acc': np.float64(80.9), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.98), 'acc': np.float64(84.69), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.93), 'acc': np.float64(94.32), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.3), 'acc': np.float64(87.75), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 85.72, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.32), 'acc': 45.61, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(83.88), 'acc': 89.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.14), 'acc': 74.43, 'f1': 82.37, 'ndev': 4076, 'ntest': 1725}"
bert-base,SUM-NS_AVGL4L,torch.Size([768]),0,"{'devacc': np.float64(79.15), 'acc': np.float64(78.3), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.48), 'acc': np.float64(84.21), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.26), 'acc': np.float64(93.95), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.98), 'acc': np.float64(86.76), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.89), 'acc': 86.16, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(42.78), 'acc': 43.35, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.22), 'acc': 90.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(66.61), 'acc': 67.07, 'f1': 77.1, 'ndev': 4076, 'ntest': 1725}"
bert-base,MAX-NS_AVGL4L,torch.Size([768]),0,"{'devacc': np.float64(78.89), 'acc': np.float64(78.33), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(79.88), 'acc': np.float64(80.24), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.68), 'acc': np.float64(93.21), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.99), 'acc': np.float64(86.71), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.32), 'acc': 84.07, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.96), 'acc': 43.26, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(80.43), 'acc': 88.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.69), 'acc': 71.83, 'f1': 79.56, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+AVG_AVGL4L,torch.Size([1536]),0,"{'devacc': np.float64(82.8), 'acc': np.float64(82.24), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.07), 'acc': np.float64(84.98), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.37), 'acc': np.float64(95.26), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.97), 'acc': np.float64(88.43), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.84), 'acc': 87.86, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.14), 'acc': 47.19, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.0), 'acc': 89.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.58), 'acc': 75.07, 'f1': 82.84, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+SUM_AVGL4L,torch.Size([1536]),0,"{'devacc': np.float64(80.46), 'acc': np.float64(79.24), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.58), 'acc': np.float64(84.77), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.53), 'acc': np.float64(94.23), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.26), 'acc': np.float64(88.34), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.04), 'acc': 86.0, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.41), 'acc': 44.71, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.55), 'acc': 91.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.63), 'acc': 66.03, 'f1': 74.3, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+MAX_AVGL4L,torch.Size([1536]),0,"{'devacc': np.float64(82.41), 'acc': np.float64(82.05), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.42), 'acc': np.float64(83.71), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.25), 'acc': np.float64(94.9), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.67), 'acc': np.float64(88.39), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.58), 'acc': 87.42, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.87), 'acc': 47.15, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.58), 'acc': 90.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.14), 'acc': 73.28, 'f1': 80.15, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+AVG-NS_AVGL4L,torch.Size([1536]),0,"{'devacc': np.float64(82.84), 'acc': np.float64(82.02), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.06), 'acc': np.float64(85.67), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.41), 'acc': np.float64(95.08), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.17), 'acc': np.float64(88.99), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.96), 'acc': 87.37, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.78), 'acc': 47.24, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.95), 'acc': 90.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.39), 'acc': 74.96, 'f1': 82.72, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+SUM-NS_AVGL4L,torch.Size([1536]),0,"{'devacc': np.float64(80.51), 'acc': np.float64(78.94), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.42), 'acc': np.float64(84.27), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.55), 'acc': np.float64(93.94), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.35), 'acc': np.float64(88.33), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.27), 'acc': 86.38, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.41), 'acc': 44.62, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.5), 'acc': 91.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.43), 'acc': 71.54, 'f1': 80.43, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS+MAX-NS_AVGL4L,torch.Size([1536]),0,"{'devacc': np.float64(82.42), 'acc': np.float64(81.79), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.24), 'acc': np.float64(84.53), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.2), 'acc': np.float64(94.92), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.73), 'acc': np.float64(88.5), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 87.37, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.68), 'acc': 47.51, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.29), 'acc': 90.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.14), 'acc': 72.81, 'f1': 82.23, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY3_AVGL4L,torch.Size([2304]),0,"{'devacc': np.float64(82.16), 'acc': np.float64(81.53), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.27), 'acc': np.float64(85.22), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.25), 'acc': np.float64(94.97), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.13), 'acc': np.float64(88.58), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.29), 'acc': 83.42, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.96), 'acc': 47.01, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.02), 'acc': 91.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.86), 'acc': 70.96, 'f1': 79.94, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY3-NS_AVGL4L,torch.Size([2304]),0,"{'devacc': np.float64(81.85), 'acc': np.float64(81.44), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.3), 'acc': np.float64(86.31), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.25), 'acc': np.float64(95.02), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.02), 'acc': np.float64(88.95), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.63), 'acc': 84.9, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.32), 'acc': 46.33, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.86), 'acc': 92.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.27), 'acc': 69.33, 'f1': 78.22, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5_AVGL4L,torch.Size([3840]),0,"{'devacc': np.float64(82.22), 'acc': np.float64(81.65), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.92), 'acc': np.float64(86.94), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.4), 'acc': np.float64(95.15), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(89.1), 'acc': np.float64(88.87), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.55), 'acc': 83.69, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.32), 'acc': 47.19, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.29), 'acc': 92.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(72.08), 'acc': 70.55, 'f1': 79.79, 'ndev': 4076, 'ntest': 1725}"
bert-base,DY5-NS_AVGL4L,torch.Size([3840]),0,"{'devacc': np.float64(81.92), 'acc': np.float64(81.69), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.62), 'acc': np.float64(86.41), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.42), 'acc': np.float64(95.1), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(49.08), 'acc': 50.08, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.23), 'acc': 46.33, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.4), 'acc': 93.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.79), 'acc': 67.65, 'f1': 76.13, 'ndev': 4076, 'ntest': 1725}"
bert-base,CLS_SUMALL,torch.Size([768]),0,"{'devacc': np.float64(80.81), 'acc': np.float64(79.86), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(83.51), 'acc': np.float64(82.86), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.03), 'acc': np.float64(94.78), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.84), 'acc': np.float64(86.61), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.89), 'acc': 86.49, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(45.05), 'acc': 45.57, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(82.8), 'acc': 88.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.66), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG_SUMALL,torch.Size([768]),0,"{'devacc': np.float64(80.36), 'acc': np.float64(80.03), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.19), 'acc': np.float64(83.34), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.14), 'acc': np.float64(94.85), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.73), 'acc': np.float64(88.33), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.12), 'acc': 85.94, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.87), 'acc': 44.62, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.94), 'acc': 91.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.52), 'acc': 66.09, 'f1': 79.45, 'ndev': 4076, 'ntest': 1725}"
bert-base,SUM_SUMALL,torch.Size([768]),0,"{'devacc': np.float64(74.41), 'acc': np.float64(74.31), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(80.77), 'acc': np.float64(79.81), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.29), 'acc': np.float64(92.37), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.52), 'acc': np.float64(85.78), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(83.94), 'acc': 85.67, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(39.69), 'acc': 40.32, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(80.65), 'acc': 86.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.39), 'acc': 66.32, 'f1': 79.66, 'ndev': 4076, 'ntest': 1725}"
bert-base,MAX_SUMALL,torch.Size([768]),0,"{'devacc': np.float64(72.08), 'acc': np.float64(71.92), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(65.22), 'acc': np.float64(63.47), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(90.21), 'acc': np.float64(89.68), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.33), 'acc': np.float64(86.84), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(81.77), 'acc': 82.32, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(35.42), 'acc': 34.62, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(77.48), 'acc': 85.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.44), 'acc': 65.68, 'f1': 78.57, 'ndev': 4076, 'ntest': 1725}"
bert-base,AVG-NS_SUMALL,torch.Size([768]),0,"{'devacc': np.float64(80.42), 'acc': np.float64(79.36), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(84.95), 'acc': np.float64(83.63), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.1), 'acc': np.float64(94.76), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.54), 'acc': np.float64(88.24), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.55), 'acc': 85.45, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.05), 'acc': 42.67, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.03), 'acc': 90.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.44), 'acc': 64.35, 'f1': 73.09, 'ndev': 4076, 'ntest': 1725}"
